timestamp,open,high,low,close,volume
2025-05-04 18:00:00,3247.1,3251.3,3243.9,3244.2,796
2025-05-04 18:05:00,3244.6,3247.4,3244.6,3245.3,308
2025-05-04 18:10:00,3244.9,3246.4,3243.1,3245.6,419
2025-05-04 18:15:00,3245.4,3247.8,3245.3,3246.9,209
2025-05-04 18:20:00,3246.8,3248.9,3246.8,3248.3,211
2025-05-04 18:25:00,3248.3,3248.8,3246.3,3246.3,161
2025-05-04 18:30:00,3246.2,3248.7,3245.8,3248.0,237
2025-05-04 18:35:00,3248.1,3248.6,3246.7,3248.5,147
2025-05-04 18:40:00,3248.8,3251.1,3248.2,3249.3,403
2025-05-04 18:45:00,3249.2,3251.3,3248.2,3248.5,269
2025-05-04 18:50:00,3248.6,3248.7,3246.6,3247.0,226
2025-05-04 18:55:00,3246.9,3247.8,3245.7,3246.2,206
2025-05-04 19:00:00,3246.4,3248.2,3246.3,3248.0,197
2025-05-04 19:05:00,3248.2,3248.9,3245.4,3248.3,294
2025-05-04 19:10:00,3248.4,3248.9,3246.0,3248.7,445
2025-05-04 19:15:00,3248.4,3249.6,3247.8,3249.6,167
2025-05-04 19:20:00,3249.6,3250.1,3248.6,3248.9,160
2025-05-04 19:25:00,3249.1,3251.0,3249.1,3250.8,184
2025-05-04 19:30:00,3250.8,3254.9,3250.1,3254.2,647
2025-05-04 19:35:00,3254.5,3256.3,3254.0,3255.4,560
2025-05-04 19:40:00,3255.2,3257.0,3254.2,3256.3,455
2025-05-04 19:45:00,3256.5,3258.4,3255.9,3256.9,418
2025-05-04 19:50:00,3257.3,3259.5,3255.8,3257.7,635
2025-05-04 19:55:00,3257.6,3258.7,3254.2,3255.2,774
2025-05-04 20:00:00,3255.3,3256.0,3251.7,3253.8,506
2025-05-04 20:05:00,3253.9,3254.7,3252.0,3252.8,287
2025-05-04 20:10:00,3252.4,3253.5,3251.2,3253.1,278
2025-05-04 20:15:00,3253.2,3253.7,3251.8,3253.3,154
2025-05-04 20:20:00,3253.3,3253.8,3251.3,3252.6,177
2025-05-04 20:25:00,3252.5,3252.9,3251.0,3252.5,191
2025-05-04 20:30:00,3252.3,3253.9,3251.4,3252.2,186
2025-05-04 20:35:00,3252.0,3252.0,3249.5,3251.4,266
2025-05-04 20:40:00,3251.3,3252.4,3248.8,3249.3,340
2025-05-04 20:45:00,3249.6,3254.7,3248.0,3254.0,622
2025-05-04 20:50:00,3254.1,3254.9,3253.4,3254.1,159
2025-05-04 20:55:00,3254.2,3254.4,3252.8,3253.2,160
2025-05-04 21:00:00,3253.8,3259.8,3253.1,3259.6,733
2025-05-04 21:05:00,3259.5,3262.6,3259.5,3262.0,651
2025-05-04 21:10:00,3262.3,3265.9,3261.8,3265.8,828
2025-05-04 21:15:00,3265.7,3268.0,3263.4,3267.9,916
2025-05-04 21:20:00,3267.9,3272.1,3267.8,3271.4,1250
2025-05-04 21:25:00,3271.4,3273.7,3270.5,3272.6,950
2025-05-04 21:30:00,3272.6,3278.3,3271.8,3275.1,1474
2025-05-04 21:35:00,3274.9,3278.3,3272.0,3273.4,1185
2025-05-04 21:40:00,3273.2,3274.1,3270.1,3271.3,939
2025-05-04 21:45:00,3271.2,3272.7,3270.4,3271.0,304
2025-05-04 21:50:00,3271.0,3274.2,3270.2,3273.9,359
2025-05-04 21:55:00,3274.0,3274.1,3271.5,3272.1,285
2025-05-04 22:00:00,3272.1,3279.3,3270.8,3276.7,1143
2025-05-04 22:05:00,3276.8,3277.6,3273.2,3273.6,673
2025-05-04 22:10:00,3273.6,3273.6,3268.0,3268.9,813
2025-05-04 22:15:00,3268.6,3271.0,3267.4,3269.8,679
2025-05-04 22:20:00,3269.7,3274.0,3269.7,3272.9,390
2025-05-04 22:25:00,3272.6,3274.2,3270.6,3273.7,412
2025-05-04 22:30:00,3274.2,3275.8,3273.3,3275.1,274
2025-05-04 22:35:00,3275.5,3275.8,3274.3,3274.8,290
2025-05-04 22:40:00,3274.6,3278.4,3274.4,3276.3,698
